A股代码,A股简称,H股代码,H股简称,最新价,总市值(亿),每股收益,每股净资产,市净率,股息率(%),动态市盈率,静态市盈率,市盈率TTM,成立日期,上市日期,所属市场,所属行业,入选指数,主营业务
599,青岛双星,,,5.36,43.78,-4.66,8.43,1.95,18.32,-27.93,-34.18,-34.99,1996-04-25,1996-04-30,深交所主板,橡胶和塑料制品业,国证Ａ指,橡胶轮胎、机械、绣品的制造、销售。
600,建投能源,,,9.45,103.01,5.04,10.99,1.47,51.2,10.41,32.08,8.07,1994-01-18,1996-06-06,深交所主板,电力、热力生产和供应业,"国证2000,国证Ａ指,深市精选,中小创新",投资建设、经营管理以电力生产为主的能源项目。
601,韶能股份,,,7.51,78.83,0.48,9.0,1.93,30.84,80.29,74.59,189.28,1993-06-14,1996-08-30,深交所主板,电力、热力生产和供应业,"国证2000,国证Ａ指",能源（电力）、生态植物纤维制品、精密（智能）制造。
603,盛达资源,,,38.43,256.22,8.57,73.59,7.62,169.5,50.46,50.46,50.46,1995-06-22,1996-08-23,深交所主板,有色金属矿采选业,"国证2000,国证Ａ指,中小创新",有色金属矿采选及金属贸易。
605,渤海股份,,,6.64,23.42,0.39,9.38,1.1,-8.16,136.14,145.52,133.03,1996-08-18,1996-09-13,深交所主板,水的生产和供应业,国证Ａ指,原水开发供应、区域间调水、粗质水、自来水生产及输送、优质地下水高附加值经营、直饮水、水环境治理、城镇集中式供水、水务新技术研发应用、水务基础设施投资建设及运营管理、污水处理等。
607,华媒控股,,,3.91,34.6,-2.66,6.65,3.26,3.71,-11.12,-11.12,-11.12,1993-11-28,1996-08-30,深交所主板,商务服务业,国证Ａ指,广告、发行、印刷及新媒体业务。
608,*ST阳光,,,3.86,28.77,-4.82,4.4,1.39,162.59,-13.27,-13.27,-13.27,1996-06-07,1996-09-19,深交所主板,房地产业,,房地产综合开发建设，基础设施投资，高科技投资，商品房销售、租赁、咨询等。
609,*ST中迪,,,11.3,32.89,-23.56,13.98,-12.31,344.88,-8.1,-8.1,-8.1,1993-08-02,1996-10-10,深交所主板,综合,,资产经营；投资开发经营房地产业及物业管理等。
610,西安旅游,,,8.22,19.36,-13.22,16.35,-23.97,-38.15,-6.82,-6.68,-18.27,1994-04-18,1996-09-26,深交所主板,商务服务业,国证Ａ指,旅游商业、饮食供应、物资供销等。
612,焦作万方,,,13.13,156.54,12.28,15.6,2.18,96.85,14.61,14.61,14.61,1996-11-27,1996-09-26,深交所主板,有色金属冶炼和压延加工业,"国证2000,国证Ａ指,深市精选,中小创新",铝冶炼及加工。
615,*ST美谷,,,3.34,30.91,-16.38,4.23,-23.58,6.03,-15.27,-17.07,-36.15,1993-06-08,1996-10-16,深交所主板,卫生,,化纤新材料业务和医美业务。
617,中油资本,,,9.43,1192.15,0.82,13.64,1.14,22.34,27.68,25.63,22.37,1996-10-11,1996-10-22,深交所主板,货币金融服务,"ESG 300,国证Ａ指,沪深300,巨潮大盘,深成指R,深市精选,深证100,深证100R,深证300,深证成指,中证央企",财务公司、银行、金融租赁、信托、保险、保险经纪、证券等。
619,海螺新材,,,5.88,21.17,-1.61,8.58,1.03,4.07,-30.32,-30.32,-30.32,1996-10-16,1996-10-23,深交所主板,橡胶和塑料制品业,国证Ａ指,塑料型材、门窗等。
620,盈新发展,,,2.74,128.01,-10.23,4.09,3.6,53.07,-14.59,-30.18,-24.83,1993-06-25,1996-10-29,深交所主板,房地产业,"国证2000,国证Ａ指,中小创新",房地产开发；销售商品房、建材；投资管理；房屋租赁与管理；科技产品开发、技术转让与培训；商业地产开发与销售、酒店开发与经营、物业管理；销售日用品、五金交电；工程建设等。
623,吉林敖东,,,17.92,213.42,6.86,22.08,0.7,17.66,8.95,8.95,8.95,1993-03-20,1996-10-28,深交所主板,医药制造业,"国证Ａ指,巨潮小盘,深成指R,深市精选,深证300,深证成指,深证新兴,中证500",制药业为主导产业，集养殖、种植、房地产开发、商业、机械修理、仓储、饮食服务业、运输等多业经营。
625,长安汽车,,,10.01,827.54,1.56,13.79,1.28,-17.1,24.35,24.35,24.35,1996-10-31,1997-06-10,深交所主板,汽车制造业,"分析师指数,国证Ａ指,沪深300,巨潮100,巨潮大盘,深成指R,深市精选,深证100,深证100R,深证300,深证成指,深证新兴,中证新兴,中证央企",整车（乘用车、商用车）的研发、制造和销售以及发动机的研发、生产。
626,远大控股,,,8.99,45.28,-1.89,11.51,2.12,59.96,-34.08,-34.08,-34.08,1994-06-27,1996-11-28,深交所主板,批发业,国证Ａ指,自营和代理各类商品和技术的进出口业务。
628,高新发展,,,63.33,121.74,-0.02,65.85,10.09,35.89,194.4,194.4,194.4,1992-11-01,1996-11-18,深交所主板,房屋建筑业,"国证2000,国证Ａ指,深成指R,深市精选,深证成指",建筑业，并兼营期货业务、厨柜制造及旅游酒店业务。
629,钒钛股份,,,3.45,320.52,-0.99,4.49,2.61,28.25,-343.5,-343.5,-343.5,1993-03-27,1996-11-15,深交所主板,有色金属冶炼和压延加工业,"国证Ａ指,巨潮小盘,深成指R,深证300,深证成指,深证责任,中证500,中证央企",钒钛制品生产和加工、钒钛延伸产品的研发和应用。
630,铜陵有色,,,6.3,702.01,3.52,9.19,2.28,107.92,34.98,34.98,34.98,1992-08-20,1996-11-20,深交所主板,有色金属冶炼和压延加工业,"国证Ａ指,沪深300,巨潮中盘,深成指R,深证300,深证成指,深证红利",铜、铁、硫金矿采选。
631,顺发恒能,,,3.22,74.06,1.1,4.54,1.35,14.59,125.57,125.57,125.57,1993-07-02,1996-11-22,深交所主板,房地产业,国证Ａ指,房地产经营开发。
632,三木集团,,,4.6,21.41,-7.19,8.75,2.43,13.3,-3.71,-4.03,-11.75,1993-03-28,1996-11-21,深交所主板,批发业,国证Ａ指,房地产开发、经营性物业运营管理和进出口贸易。
633,合金投资,,,6.39,24.61,1.67,9.4,12.35,27.04,332.87,325.0,404.21,1990-03-12,1996-11-12,深交所主板,有色金属冶炼和压延加工业,国证Ａ指,镍基合金材料的生产和销售业务、园林绿化等业务。
635,英 力 特,,,7.9,28.98,-24.48,10.93,2.82,-1.37,-5.19,-5.62,-6.03,1996-11-08,1996-11-20,深交所主板,化学原料和化学制品制造业,"国证Ａ指,中证央企",电石、电炭氮等化工产品。
636,风华高科,,,22.16,256.39,1.72,27.5,2.05,64.62,90.5,90.5,90.5,1994-03-23,1996-11-29,深交所主板,计算机、通信和其他电子设备制造业,"国证Ａ指,巨潮小盘,深成指R,深市精选,深证成指",新型电子元器件、电子材料、电子专用设备等高科技电子信息基础产品的研发、生产和销售业务。
637,茂化实华,,,4.43,16.15,-3.98,5.95,4.15,30.68,-36.79,-27.62,-18.43,1988-10-04,1996-11-14,深交所主板,化学原料和化学制品制造业,国证Ａ指,石油化工产品。
638,*ST万方,,,0.89,2.76,-6.51,7.92,1.99,-77.0,-24.66,26.02,-24.19,1996-11-20,1996-11-26,深交所主板,农、林、牧、渔专业及辅助性活动,,军工业务、农业产业以及生物制品。
639,西王食品,,,2.03,21.91,-10.64,4.1,0.75,-33.66,-4.35,-4.94,739.64,1987-01-22,1996-11-26,深交所主板,农副食品加工业,国证Ａ指,小包装玉米油、散装玉米油
650,仁和药业,,,5.71,76.02,6.43,7.02,1.27,9.81,20.33,20.33,20.33,1996-12-04,1996-12-10,深交所主板,医药制造业,"国证2000,国证Ａ指,深市精选,中小创新",中药材种植；药材种苗培植。
651,格力电器,,,36.96,2038.4,8.2,45.48,1.49,-10.51,6.53,6.43,7.23,1989-12-13,1996-11-18,深交所主板,电气机械和器材制造业,"分析师指数,国证Ａ指,国证红利,国证治理,沪深300,巨潮100,巨潮大盘,深成指R,深市精选,深证100,深证100R,深证300,深证成指,深证红利,深证新兴,深证责任,深证治理,央视50,中证A100,中证红利",空调、干衣机等家用电器。
652,泰达股份,,,4.22,62.22,-1.21,4.92,1.15,12.23,-21.76,-21.76,-21.76,1981-08-20,1996-11-28,深交所主板,批发业,"国证2000,国证Ａ指,中小创新",生态环保、区域开发、能源贸易、股权投资。
655,金岭矿业,,,8.34,49.65,6.49,12.03,1.41,29.3,19.54,18.52,35.34,1989-04-04,1996-11-28,深交所主板,黑色金属矿采选业,"国证2000,国证Ａ指",铁矿开采、铁精粉、铜精粉、钴精粉的生产、销售。
656,*ST金科,,,1.42,108.06,-23.78,1.69,-0.41,5.19,-0.4,-0.47,-1.05,1987-03-20,1996-11-28,深交所主板,房地产业,,房地产开发、物业管理。制造、加工、销售钢材、锰铁。机械加工、销售建筑材料、装饰材料、计算机软件、电子元件等。
657,中钨高新,,,56.57,821.92,5.74,71.5,13.25,494.22,100.65,100.65,100.65,1993-03-18,1996-12-05,深交所主板,金属制品业,"国证Ａ指,巨潮中盘,深成指R,深市精选,深证300,深证成指,深证新兴,中证500,中证央企",有色金属、稀有金属的生产与销售。
659,珠海中富,,,4.02,51.69,-7.48,5.08,46.9,20.0,-44.86,-44.86,-44.86,1988-03-01,1996-12-03,深交所主板,橡胶和塑料制品业,国证Ａ指,饮料容器、瓶坯的制造。
661,长春高新,,,85.62,342.15,-0.72,141.77,1.57,2.88,-831.8,225.38,31.67,1993-06-10,1996-12-18,深交所主板,医药制造业,"ESG 300,国证Ａ指,国证治理,沪深300,巨潮中盘,深成指R,深市精选,深证100,深证100R,深证300,深证成指,深证新兴,深证责任,深证治理",生物制药、中成药生产及房地产开发。
663,永安林业,,,6.32,19.36,-4.48,10.78,2.12,12.06,-32.39,-25.02,-80.71,1994-01-06,1996-12-06,深交所主板,林业,"国证Ａ指,中证央企",林木（竹）的培育、采伐、收购和销售。
665,湖北广电,,,4.59,52.19,-8.37,7.21,1.58,-1.29,-4.77,-4.77,-4.77,1988-11-01,1996-12-10,深交所主板,电信、广播电视和卫星传输服务,国证Ａ指,有线数字电视产业的投资、运营和管理。
668,*ST荣控,,,14.78,21.7,1.99,16.06,2.86,186.43,83.01,83.01,83.01,1988-09-02,1996-12-10,深交所主板,房地产业,,房地产开发及销售。
669,ST金鸿,,,4.17,28.37,-7.43,5.56,-255.59,117.19,-17.39,-13.38,-46.03,1985-02-11,1996-12-10,深交所主板,燃气生产和供应业,,天然气综合利用业务、环保工程服务业务。
670,盈方微,,,7.53,61.89,-2.92,11.23,206.77,10.57,-78.52,-77.24,-135.91,1993-02-22,1996-12-17,深交所主板,批发业,国证Ａ指,集成电路芯片、电子产品及计算机软硬件（除计算机信息系统安全专用产品）的研发、设计和销售。
672,上峰水泥,,,13.39,129.8,4.53,16.11,1.46,75.03,17.28,20.69,18.44,1992-09-30,1996-12-18,深交所主板,非金属矿物制品业,"国证2000,国证Ａ指,深市精选,中小创新,中证红利",水泥熟料及水泥制品的生产。
676,智度股份,,,7.5,94.43,4.34,12.9,2.21,-4.34,53.47,44.43,59.4,1996-12-16,1996-12-24,深交所主板,商务服务业,"国证2000,国证Ａ指,中小创新",移动互联网的流量的聚合和经营。
677,恒天海龙,,,4.19,36.2,4.85,7.0,7.13,-7.71,490.93,82.5,988.09,1988-12-28,1996-12-26,深交所主板,纺织业,国证Ａ指,粘胶短丝、粘胶长丝、棉浆粕、帘帆布的生产与销售
678,襄阳轴承,,,12.13,55.75,-2.83,19.63,6.99,2.45,-130.34,-157.63,-155.68,1993-05-06,1997-01-06,深交所主板,汽车制造业,国证Ａ指,汽车轴承及零部件。
679,大连友谊,,,6.73,23.99,-11.3,11.7,15.26,7.17,-24.65,-24.65,-24.65,1992-07-28,1997-01-24,深交所主板,零售业,国证Ａ指,零售业、商业地产开发。
680,山推股份,,,10.98,144.35,6.37,13.75,2.67,17.86,13.6,13.6,13.6,1993-10-08,1997-01-22,深交所主板,专用设备制造业,"国证2000,国证Ａ指,深市精选,中小创新",推土机、挖掘机等。
681,视觉中国,,,20.69,139.89,2.13,35.11,4.01,6.62,174.58,174.58,174.58,1994-05-28,1997-01-21,深交所主板,互联网和相关服务,"国证2000,国证Ａ指,深市精选,中小创新",视觉内容与服务。
682,东方电子,,,13.58,182.05,6.04,15.48,3.08,33.95,19.96,19.96,19.96,1994-02-09,1997-01-21,深交所主板,软件和信息技术服务业,"国证2000,国证Ａ指,深成指R,深市精选,深证成指",电子及通信设备开发、生产、销售及咨询服务。
683,博源化工,,,8.87,296.45,3.87,10.0,2.53,82.89,32.23,34.99,19.62,1997-01-23,1997-01-31,深交所主板,化学原料和化学制品制造业,"国证Ａ指,巨潮小盘,深成指R,深证300,深证成指,深证环保,中证500",化工产品及其原料的生产、销售。
685,中山公用,,,11.64,145.96,3.89,14.79,0.96,34.75,12.4,14.32,10.63,1992-12-26,1997-01-23,深交所主板,水的生产和供应业,"国证2000,国证Ａ指,深市精选,中小创新",环保水务、固废处理、环卫服务、工程建设、市场运营、港口客运、金融服务与股权投资等领域。
686,东北证券,,,8.3,194.26,1.37,11.03,0.99,11.41,13.25,22.24,13.66,1993-08-20,1997-02-27,深交所主板,资本市场服务,"国证Ａ指,巨潮小盘,深成指R,深市精选,深证成指",证券（含境内上市外资股）的代理买卖；代理证券的还本付息、分红派息；证券代保管、鉴证；代理登记开户；证券的自营买卖；证券的承销（含主承销）；客户资产管理；证券投资咨询（含财务顾问）；中国证监会批准的其他业务。
688,国城矿业,,,40.97,485.52,9.98,48.39,16.18,260.65,70.71,45.1,34.37,1978-11-10,1997-01-20,深交所主板,有色金属矿采选业,"国证Ａ指,巨潮小盘,深成指R,深证成指",主要从事有色金属采选业务，增加钼精矿采选业务。
690,宝新能源,,,5.48,119.16,4.69,6.16,0.93,43.83,11.64,11.64,11.64,1997-01-20,1997-01-28,深交所主板,电力、热力生产和供应业,"国证2000,国证Ａ指,中小创新",新能源发电、金融投资。
691,*ST亚太,,,7.49,24.21,-3.14,10.42,8.05,246.44,-101.44,-101.44,-101.44,1988-02-12,1997-02-28,深交所主板,化学原料和化学制品制造业,,精细化工产品的研发、生产及销售。
692,惠天热电,,,4.46,23.76,-5.0,5.39,-18.4,40.25,-12.36,-7.2,-5.63,1993-12-28,1997-02-27,深交所主板,电力、热力生产和供应业,国证Ａ指,供热及相关业务。
695,滨海能源,,,14.57,32.32,-3.78,19.25,24.51,53.21,-38.31,-38.31,-38.31,1992-10-20,1997-02-18,深交所主板,非金属矿物制品业,国证Ａ指,出版物印刷。
697,ST炼石,,,9.99,65.25,-11.26,11.22,4.17,59.23,-26.92,-26.92,-26.92,1993-06-08,1997-03-25,深交所主板,铁路、船舶、航空航天和其他运输设备制造业,,飞机零部件、航空发动机零部件的设计、制造、销售、维修及相关技术服务。
698,ST沈化,,,3.91,30.72,-0.21,4.69,2.32,19.57,-293.64,-293.64,-293.64,1993-01-01,1997-02-20,深交所主板,化学原料和化学制品制造业,,氯碱化工产品的生产和销售、石油化工产品的生产和销售、聚醚化工产品的生产和销售等。
700,模塑科技,,,11.25,103.28,6.2,16.2,2.78,68.84,22.34,16.49,20.65,1988-06-27,1997-02-28,深交所主板,汽车制造业,"国证2000,国证Ａ指,深市精选",轿车保险杠、防擦条等汽车装饰件的生产与销售；三级心血管病专科医院。
701,厦门信达,,,5.71,38.13,-3.66,8.65,-6.22,13.07,212.73,250.36,88.72,1992-10-28,1997-02-26,深交所主板,批发业,国证Ａ指,电子信息产业、汽车经销业务、供应链业务。
702,正虹科技,,,6.73,17.94,-2.71,8.48,6.72,2.44,-163.15,-163.15,-163.15,1997-03-12,1997-03-18,深交所主板,农副食品加工业,国证Ａ指,饲料及添加剂。
703,恒逸石化,,,14.98,569.53,2.51,17.2,2.16,157.61,26.0,221.58,7.17,1996-08-13,1997-03-28,深交所主板,化学纤维制造业,"国证Ａ指,巨潮小盘,深成指R,深市精选,深证300,深证成指,中证500",生产和销售精对苯二甲酸（PTA）和聚酯纤维（涤纶）等相关产品
705,浙江震元,,,8.53,24.05,1.56,11.61,1.41,10.92,60.36,82.07,38.13,1993-04-02,1997-04-10,深交所主板,批发业,国证Ａ指,药品及医疗器械。
707,双环科技,,,6.0,33.04,-0.95,7.25,1.23,-8.37,-41.28,12.5,-100.3,1993-03-28,1997-04-15,深交所主板,化学原料和化学制品制造业,国证Ａ指,化工业务、房地产业务、贸易业务。
708,中信特钢,,,15.71,792.91,5.63,18.34,1.78,41.75,13.09,13.37,13.11,1993-05-18,1997-03-26,深交所主板,黑色金属冶炼和压延加工业,"ESG 300,分析师指数,国证Ａ指,沪深300,巨潮大盘,深成指R,深市精选,深证100,深证100R,深证300,深证成指,深证红利,深证新兴,深证责任,深证治理,中证新兴,中证央企",钢铁冶炼、金属制品等。
709,河钢股份,,,2.29,236.68,0.43,2.72,0.46,10.1,24.61,33.46,21.57,1994-06-29,1997-04-16,深交所主板,黑色金属冶炼和压延加工业,"国证Ａ指,巨潮小盘,深成指R,深证300,深证成指,中证500",钢材、钢坯、钒钛产品等。
710,贝瑞基因,,,9.7,31.96,-10.78,17.37,2.12,-23.44,-13.43,-17.82,-48.93,1997-04-14,1997-04-22,深交所主板,专业技术服务业,国证Ａ指,以高通量测序为基础的基因检测服务与设备、试剂销售。
711,ST京蓝,,,4.34,103.36,-14.14,4.95,22.12,130.85,-85.82,-116.62,-91.64,1993-03-31,1997-04-11,深交所主板,废弃资源综合利用业,,智慧生态节水运营服务和环境园林科技服务
712,锦龙股份,,,10.34,92.62,0.66,16.0,3.65,-9.77,58.3,-103.83,45.66,1997-04-09,1997-04-15,深交所主板,资本市场服务,国证Ａ指,证券公司业务。
713,国投丰乐,,,6.48,39.79,1.28,7.77,1.64,-14.85,78.35,78.35,78.35,1997-04-16,1997-04-22,深交所主板,农、林、牧、渔专业及辅助性活动,"国证2000,国证Ａ指,中证央企",农作物种子等。
715,中兴商业,,,6.61,32.15,4.25,7.09,1.77,19.18,31.27,31.27,31.27,1997-04-25,1997-05-08,深交所主板,零售业,国证Ａ指,国内一般商业贸易。
716,黑芝麻,,,4.99,36.87,1.08,7.14,1.48,-23.7,87.77,48.33,413.19,1993-05-31,1997-04-18,深交所主板,食品制造业,国证Ａ指,大健康食品的生产经营。
717,中南股份,,,2.41,58.41,-2.1,3.22,0.87,-0.82,-5.41,-5.06,-25.33,1989-09-11,1997-05-08,深交所主板,黑色金属冶炼和压延加工业,"国证Ａ指,中证央企",钢铁生产及销售。
718,苏宁环球,,,2.08,47.47,-0.64,3.72,0.68,-2.35,-71.21,38.21,47.25,1993-04-01,1997-04-08,深交所主板,房地产业,"国证2000,国证Ａ指,中小创新",房地产开发（凭资质经营）等。
719,中原传媒,,,14.49,96.67,7.33,14.59,1.21,23.01,10.78,10.78,10.78,1989-02-23,1997-03-31,深交所主板,新闻和出版业,"国证2000,国证Ａ指,深市精选,中小创新",文化出版等。
720,新能泰山,,,4.87,61.19,-1.65,7.18,2.6,72.08,-65.65,-46.26,-1156.71,1994-03-28,1997-05-09,深交所主板,电气机械和器材制造业,"国证Ａ指,中证央企",电线、电缆的生产及销售及房地产开发经营业务。
721,西安饮食,,,7.68,39.35,-9.96,11.3,34.74,-16.16,-30.13,-30.13,-37.66,1996-12-31,1997-04-30,深交所主板,餐饮业,国证Ａ指,饮食业、服务业等。
722,湖南发展,,,15.63,72.55,1.88,19.69,2.3,34.97,100.57,100.57,100.57,1993-08-12,1997-05-22,深交所主板,电力、热力生产和供应业,"国证2000,国证Ａ指",水力发电综合开发经营以及医疗、养老业务的投资、建设及运营管理。
723,美锦能源,,,4.51,198.21,-3.03,5.87,1.5,9.47,-16.21,-17.38,-20.21,1992-10-22,1997-05-15,深交所主板,石油、煤炭及其他燃料加工业,"国证Ａ指,巨潮小盘,深成指R,深证300,深证成指,中证500",焦化厂、煤矿、煤层气的开发、投资等。
725,京东方Ａ,,,4.19,1522.72,1.15,4.73,1.15,10.85,26.5,26.5,26.5,1993-04-09,2001-01-12,深交所主板,计算机、通信和其他电子设备制造业,"ESG 300,国证A50,国证Ａ指,沪深300,巨潮100,巨潮大盘,深成指R,深证100,深证100R,深证300,深证成指,深证新兴,中证A100,中证新兴",为信息交互和人类健康提供智慧端口产品和专业服务
726,鲁  泰Ａ,,,6.68,39.37,4.29,8.03,0.56,14.38,9.2,9.2,9.2,1993-10-16,2000-12-25,深交所主板,纺织业,"国证Ａ指,央视50",生产销售棉涤纶纱、色织布、衬衣、服装饰品、保健内衣。
727,冠捷科技,,,2.67,120.94,-2.71,3.18,5.23,7.66,-20.57,129.34,-15.08,1997-05-14,1997-05-20,深交所主板,计算机、通信和其他电子设备制造业,"国证2000,国证Ａ指,中小创新,中证央企",平板显示产业、压电晶体产业、触控显示产业、磁电产业。
728,国元证券,,,7.36,321.17,1.13,10.05,0.83,1.38,13.8,13.24,14.81,1997-06-06,1997-06-16,深交所主板,资本市场服务,"国证Ａ指,巨潮中盘,深成指R,深市精选,深证300,深证成指,中证500",证券的代理买卖；证券自营买卖；证券承销；证券投资咨询；客户资产管理等。
729,燕京啤酒,,,12.95,324.99,8.45,14.56,2.32,6.67,20.52,21.74,34.47,1997-07-08,1997-07-16,深交所主板,酒、饮料和精制茶制造业,"ESG 300,国证Ａ指,巨潮中盘,深成指R,深市精选,深证300,深证成指,中证500",啤酒产品的开发。
731,四川美丰,,,7.18,39.41,1.39,8.68,1.01,9.42,52.49,14.5,-405.4,1997-06-09,1997-06-17,深交所主板,化学原料和化学制品制造业,"国证Ａ指,中证央企",化学肥料、尿素、碳酸氢铵、合成氨、复肥及化工产品的生产、销售（限自产产品）；三聚氰胺、塑料编织袋、PVC管材管件制造、销售；国家经贸部门核定的进出口业务。
733,振华科技,,,46.8,259.32,5.08,59.87,1.7,-12.85,27.33,26.73,31.21,1997-06-26,1997-07-03,深交所主板,计算机、通信和其他电子设备制造业,"ESG 300,国证Ａ指,巨潮小盘,深成指R,深市精选,深证300,深证成指,深证新兴,中证500,中证央企",机械电子产品。
735,罗 牛 山,,,6.81,78.38,1.68,12.15,1.81,8.96,51.0,51.0,51.0,1993-10-15,1997-06-11,深交所主板,畜牧业,"国证2000,国证Ａ指,深市精选,中小创新",大农业为主，以房地产业务、教育产业为辅。
736,*ST中地,,,5.2,38.85,-82.17,7.15,3.21,20.65,-2.27,-2.27,-2.27,1993-02-03,1997-04-25,深交所主板,房地产业,,物业管理、资产管理业务等轻资产业务。
737,北方铜业,,,13.84,263.59,3.88,21.5,3.96,53.78,34.9,43.02,28.69,1996-04-02,1997-04-28,深交所主板,有色金属冶炼和压延加工业,"国证Ａ指,巨潮小盘,深成指R,深市精选,深证成指",铜金属的开采、选矿、冶炼及销售等。
738,航发控制,,,21.45,282.11,2.08,30.15,2.26,15.4,84.36,84.36,84.36,1997-06-20,1997-06-26,深交所主板,铁路、船舶、航空航天和其他运输设备制造业,"国证Ａ指,巨潮小盘,深成指R,深市精选,深证300,深证成指,深证新兴,中证500,中证央企",航空发动机控制系统及衍生产品、国际合作业务、非航空产品及其他三大业务。
739,普洛药业,,,18.48,214.0,7.28,19.59,3.26,41.8,24.02,24.04,21.49,1997-05-06,1997-05-09,深交所主板,医药制造业,"国证Ａ指,巨潮小盘,深成指R,深市精选,深证成指,中证500",原料药中间体、合同研发生产（CDMO）、制剂业务和进出口贸易业务等。
750,国海证券,,,3.83,221.99,1.23,4.9,1.08,1.38,31.8,31.8,31.8,1993-04-01,1997-07-09,深交所主板,资本市场服务,"国证Ａ指,巨潮小盘,深成指R,深证300,深证成指,中证500",证券经纪；证券投资咨询；与证券交易、证券投资活动有关的财务顾问；证券承销与保荐；证券自营；证券资产管理；证券投资基金代销；为期货公司提供中间介绍业务；融资融券；代销金融产品。
751,锌业股份,,,6.74,95.03,0.68,7.82,2.95,142.45,96.04,159.79,36.93,1992-09-11,1997-06-26,深交所主板,有色金属冶炼和压延加工业,"国证2000,国证Ａ指",有色金属锌、铜冶炼及深加工。
752,ST西发,,,9.86,26.01,19.33,12.77,4.23,21.73,17.68,99.28,13.46,1997-06-01,1997-06-25,深交所主板,酒、饮料和精制茶制造业,,啤酒的生产及销售。
753,漳州发展,,,6.33,62.76,0.61,11.32,2.29,7.29,96.56,96.56,96.56,1994-12-14,1997-06-26,深交所主板,零售业,"国证2000,国证Ａ指",水务业务、汽贸业务、地产业务、工程建设。
755,山西高速,,,5.19,76.15,3.92,6.5,1.4,9.26,16.06,16.34,14.63,1996-02-06,1997-06-27,深交所主板,道路运输业,国证Ａ指,高速公路运营管理。
756,新华制药,719.0,山东新华制药股份,14.36,71.64,3.33,18.7,1.9,3.31,34.51,34.51,34.51,1993-09-30,1997-08-06,深交所主板,医药制造业,"国证2000,国证Ａ指,深市精选,中小创新",开发、制造和销售化学原料药、制剂、化工及其他产品。
757,浩物股份,,,4.68,24.93,1.9,6.57,1.57,19.39,53.43,-124.62,43.71,1997-06-23,1997-06-27,深交所主板,零售业,国证Ａ指,多缸发动机曲轴的研发、制造与销售。
758,中色股份,,,6.93,136.95,2.62,9.53,2.31,48.58,25.24,34.29,21.51,1983-09-16,1997-04-16,深交所主板,有色金属矿采选业,"国证2000,国证Ａ指,中小创新,中证央企",有色金属行业内的工程承包。
759,中百集团,,,5.23,34.29,-11.35,9.5,4.22,-37.74,-3.62,-3.62,-3.62,1989-11-08,1997-05-19,深交所主板,零售业,国证Ａ指,百货的零售与批发。
761,本钢板材,,,2.98,110.51,-8.42,4.72,1.75,-20.32,-3.11,-3.11,-3.11,1997-06-27,1998-01-15,深交所主板,黑色金属冶炼和压延加工业,"国证Ａ指,中证央企",钢铁冶炼、压延加工、产品销售。
762,西藏矿业,,,35.72,186.03,-0.79,39.06,6.32,87.31,8401.37,-615.79,244.97,1994-01-01,1997-07-08,深交所主板,有色金属矿采选业,"国证2000,国证Ａ指,深市精选,中小创新,中证央企",铬矿、硼矿、铅锌矿、锡矿、高岭土、铜矿、金矿、锂矿的开采及销售等。
766,通化金马,,,22.96,221.8,0.76,30.2,9.6,26.36,647.21,647.21,647.21,1993-02-26,1997-04-30,深交所主板,医药制造业,"国证2000,国证Ａ指,深成指R,深证成指",中西成药及相关产品。
767,晋控电力,,,4.15,120.86,0.25,5.12,2.11,54.85,64.39,65.1,50.76,1993-02-08,1997-06-09,深交所主板,电力、热力生产和供应业,"国证2000,国证Ａ指",电力商品、热力商品生产和销售。燃料、材料、电力高新技术、电力物资的开发销售。
768,中航西飞,,,24.28,674.11,1.48,31.96,3.04,3.85,58.64,58.64,58.64,1997-06-18,1997-06-26,深交所主板,铁路、船舶、航空航天和其他运输设备制造业,"国证Ａ指,沪深300,巨潮大盘,深成指R,深市精选,深证100,深证100R,深证300,深证成指,深证新兴,中证新兴,中证央企",飞机航空零部件设计、试验、生产。
776,广发证券,1776.0,广发证券,20.32,1199.7,1.53,24.55,1.23,37.2,11.6,11.6,11.6,1993-05-21,1997-06-11,深交所主板,资本市场服务,"国证Ａ指,沪深300,巨潮大盘,深成指R,深市精选,深证100,深证100R,深证300,深证成指,深证红利",证券经纪；证券投资咨询；与证券交易、证券投资活动有关的财务顾问等。
777,中核科技,,,22.08,84.66,6.08,31.29,3.71,32.33,37.59,36.92,56.91,1997-07-02,1997-07-10,深交所主板,通用设备制造业,"国证2000,国证Ａ指,深市精选,中证央企",工业用阀门设计、制造、销售等。
778,新兴铸管,,,4.61,179.49,1.95,5.32,0.69,38.02,19.29,19.29,19.29,1997-05-24,1997-06-06,深交所主板,金属制品业,"国证Ａ指,巨潮小盘,深成指R,深证成指,中证央企",离心球墨铸铁管、灰铁排水管、新型复合管材及配套管件的生产、销售等。
779,甘咨询,,,8.65,40.2,3.57,10.96,1.02,-4.42,26.99,26.99,26.99,1997-05-23,1997-05-28,深交所主板,专业技术服务业,"国证2000,国证Ａ指",工程咨询服务业。
782,恒申新材,,,6.27,33.11,-4.63,6.8,2.65,20.58,-28.06,-28.06,-28.06,1992-11-08,1997-06-19,深交所主板,化学纤维制造业,国证Ａ指,锦纶聚合、纺丝织造、印花、染整。
