A股代码,A股简称,H股代码,H股简称,最新价,总市值(亿),每股收益,每股净资产,市净率,股息率(%),动态市盈率,静态市盈率,市盈率TTM,成立日期,上市日期,所属市场,所属行业,入选指数,主营业务
603663,三祥新材,,,48.73,206.04,3.04,56.9,15.6,102.24,268.59,272.25,198.45,1991-08-24,2016-08-01,上交所,非金属矿物制品业,"国证2000,国证Ａ指",电熔氧化锆、铸造改性材料等工业新材料的研发、生产和销售。
603665,康隆达,,,26.29,42.11,1.03,40.78,6.44,45.17,53.25,53.25,53.25,2006-12-29,2017-03-13,上交所,纺织业,国证Ａ指,公司致力于为客户提供全方位的手部劳动防护解决方案
603666,亿嘉和,,,26.85,55.18,-5.71,38.69,2.61,-17.41,-30.62,-25.3,-97.81,1999-04-06,2018-06-12,上交所,通用设备制造业,国证Ａ指,为电力系统提供以巡检机器人及数据采集处理为核心的智能化产品和服务。
603667,五洲新春,,,68.3,250.12,1.9,96.69,8.39,88.1,272.99,273.74,190.48,1999-11-12,2016-10-25,上交所,通用设备制造业,"国证2000,国证Ａ指",成品轴承、轴承零件、精密零部件及有色金属管路件的研发、生产和销售
603668,天马科技,,,13.43,67.93,0.28,19.64,2.88,8.39,247.95,260.94,71.98,2005-12-13,2017-01-17,上交所,农副食品加工业,"国证2000,国证Ａ指",特种水产配合饲料研发、生产、销售。
603669,灵康药业,,,4.26,30.35,-9.85,7.05,4.94,1.43,-25.63,-23.21,-65.96,2003-12-24,2015-05-28,上交所,医药制造业,国证Ａ指,化药处方药的研发、生产和销售。
603676,卫信康,,,10.2,44.39,11.63,14.79,2.87,-4.9,20.49,19.06,16.24,2006-03-17,2017-07-21,上交所,医药制造业,国证Ａ指,本公司以临床需求为导向，立足于研发创新，坚持仿创结合，以化学药品制剂及其原料药的研发、生产、销售为主营业务，在静脉维生素补充剂、静脉电解质补充剂、静脉补铁剂等细分领域具有较强竞争力，同时生产和销售护肝类用药、抗生素类产品。
603677,奇精机械,,,15.36,29.58,2.13,23.58,2.55,-27.99,61.34,61.34,61.34,1996-11-29,2017-02-06,上交所,电气机械和器材制造业,国证Ａ指,洗衣机离合器等家电零部件、汽车零部件及电动工具零部件的研发、设计、生产与销售
603678,火炬电子,,,34.84,165.69,3.47,44.2,2.71,-5.04,51.82,51.82,51.82,2007-12-20,2015-01-26,上交所,计算机、通信和其他电子设备制造业,"国证Ａ指,巨潮小盘,上证380",元器件板块（电容器）、新材料板块、贸易板块
603679,华体科技,,,13.73,24.4,-6.73,21.24,3.1,19.39,-26.39,-36.45,-32.26,2004-05-21,2017-06-21,上交所,电气机械和器材制造业,国证Ａ指,城市照明综合服务提供商，专注于城市照明领域的方案规划设计、产品研发制造、工程项目安装和运行管理维护服务，并致力于成为城市文化照明和绿色照明的领导者。
603680,今创集团,,,12.75,99.92,6.6,17.95,1.76,63.46,17.17,17.17,17.17,2003-03-26,2018-02-27,上交所,铁路、船舶、航空航天和其他运输设备制造业,"国证2000,国证Ａ指",轨道交通车辆配套产品的研发、生产、销售及服务。
603681,永冠新材,,,17.43,41.44,2.11,24.83,1.39,35.8,28.02,25.38,27.85,2002-01-28,2019-03-26,上交所,化学原料和化学制品制造业,国证Ａ指,各类胶带产品的研发、生产和销售。
603682,锦和商管,,,7.12,33.64,-3.81,8.51,5.25,41.27,-28.3,-28.3,-28.3,2007-05-09,2020-04-21,上交所,商务服务业,国证Ａ指,产业园区、创意产业园区的定位设计、改造和运营管理。
603683,晶华新材,,,28.77,82.91,2.76,36.61,5.06,151.9,93.78,93.78,93.78,2006-04-19,2017-10-20,上交所,化学原料和化学制品制造业,"国证2000,国证Ａ指",各类胶粘材料的研发、生产及销售，产品涵盖美纹纸胶粘带、电子胶粘带、布基胶粘带等各类产品。
603685,晨丰科技,,,31.96,64.39,0.33,32.8,4.81,167.63,339.28,723.41,245.83,2001-01-08,2017-11-27,上交所,电气机械和器材制造业,国证Ａ指,照明产品结构组件的研发、生产和销售。
603686,福龙马,,,18.68,77.6,2.81,36.65,2.22,58.68,49.44,50.01,29.71,2007-12-21,2015-01-26,上交所,公共设施管理业,"国证2000,国证Ａ指",环卫清洁装备、垃圾收转装备、新能源及清洁能源环卫装备等环卫装备的研发、生产与销售以及环卫产业运营服务
603687,大胜达,,,18.56,102.09,2.8,20.8,3.14,167.36,132.38,132.38,132.38,2004-11-22,2019-07-26,上交所,造纸和纸制品业,"国证2000,国证Ａ指",瓦楞纸箱、纸板的研发、生产、印刷和销售。
603688,石英股份,,,52.55,284.65,2.39,55.75,4.89,39.98,185.64,185.64,185.64,1999-04-23,2014-10-31,上交所,非金属矿物制品业,"国证Ａ指,巨潮小盘,上证380,中证500",石英制品的生产、研发及销售。
603689,皖天然气,,,8.19,42.87,4.38,9.67,1.18,0.86,13.27,13.27,13.27,2003-02-14,2017-01-10,上交所,燃气生产和供应业,国证Ａ指,安徽省内的天然气长输管线的建设与运营、CNG/LNG及城市燃气等业务。
603690,至纯科技,,,25.87,99.07,-1.23,40.43,1.98,-4.89,-117.15,419.84,87.73,2000-11-13,2017-01-13,上交所,专用设备制造业,"国证2000,国证Ａ指,上证380",半导体制程设备、工艺支持设备的研发和生产销售，以及由此衍生的高纯工艺系统建设、电子材料、部件清洗及晶圆再生等服务。
603693,江苏新能,,,16.43,146.47,2.42,20.37,2.1,34.89,38.22,35.13,28.15,2002-10-17,2018-07-03,上交所,电力、热力生产和供应业,"国证2000,国证Ａ指",新能源发电项目的投资开发、建设运营及电力销售。
603696,安记食品,,,15.6,36.69,6.56,29.57,6.32,16.07,91.18,95.72,118.53,1995-09-28,2015-12-09,上交所,食品制造业,国证Ａ指,调味品的研发、生产和销售。
603697,有友食品,,,10.42,44.57,7.78,15.84,2.52,-18.21,24.02,24.02,24.02,2007-05-25,2019-05-08,上交所,农副食品加工业,国证Ａ指,泡卤风味休闲食品的研发、生产和销售。
603698,航天工程,,,43.1,231.01,3.25,48.4,6.65,159.53,106.7,106.7,106.7,2007-06-22,2015-01-28,上交所,专用设备制造业,"国证2000,国证Ａ指,中证央企",以航天粉煤加压气化技术为核心，专业从事煤气化技术及关键设备的研发、工程设计、技术服务、设备成套供应及工程总承包。
603699,纽威股份,,,58.32,442.15,15.42,64.5,9.75,136.98,28.24,28.24,28.24,2002-11-14,2014-01-17,上交所,通用设备制造业,"国证Ａ指,巨潮小盘,上证380,中证500",工业阀门的设计、制造和销售。
603700,宁水集团,,,12.71,25.42,3.72,15.0,1.56,12.86,27.23,27.23,27.23,1958-01-01,2019-01-22,上交所,仪器仪表制造业,国证Ａ指,机械水表和智能水表的研发、生产、销售。
603701,德宏股份,,,25.73,67.25,1.68,25.85,8.37,65.57,582.9,582.9,582.9,2000-01-31,2016-04-12,上交所,电气机械和器材制造业,"国证2000,国证Ａ指",车用交流发电机的研发、生产、销售和相关技术服务。
603703,盛洋科技,,,13.78,57.18,-1.76,20.0,6.94,34.18,-244.69,-244.69,-244.69,2003-06-10,2015-04-23,上交所,电气机械和器材制造业,国证Ａ指,多种射频电缆及相关配套产品的研发、生产及销售。
603706,东方环宇,,,20.33,38.5,8.45,25.17,2.21,16.57,17.82,17.82,17.82,2001-03-18,2018-07-09,上交所,燃气生产和供应业,"国证Ａ指,中证红利",天然气销售、天然气设施设备安装与天然气供热。
603707,健友股份,,,9.37,151.39,6.3,12.27,2.26,-19.22,23.3,18.32,26.44,2000-10-16,2017-07-19,上交所,医药制造业,"国证Ａ指,巨潮小盘,上证380,中证500",药品原料、制剂的研发、生产和销售。
603708,家家悦,,,10.9,69.58,1.52,14.16,2.89,-8.56,33.04,34.67,11.46,1981-06-16,2016-12-13,上交所,零售业,国证Ａ指,连锁超市经营。
603709,中源家居,,,19.09,23.88,-4.84,26.22,4.65,67.6,-39.03,-57.66,-103.48,2001-11-16,2018-02-08,上交所,家具制造业,国证Ａ指,沙发的研发、设计、生产和销售。
603711,香飘飘,,,12.38,51.11,3.08,17.3,1.55,-10.22,34.95,20.19,-42.97,2005-08-12,2017-11-30,上交所,酒、饮料和精制茶制造业,"国证2000,国证Ａ指",奶茶产品的研发、生产和销售。
603712,七一二,,,16.42,126.76,-5.19,26.25,3.26,-14.88,-25.76,-25.76,-25.76,2004-10-28,2018-02-26,上交所,计算机、通信和其他电子设备制造业,"国证Ａ指,巨潮小盘,上证380",军民用无线通信产品研发、生产和销售。
603713,密尔克卫,,,58.79,92.96,3.59,72.13,1.96,22.4,14.84,14.84,14.84,1997-03-28,2018-07-13,上交所,多式联运和运输代理业,"国证2000,国证Ａ指",提供以货运代理、仓储和运输为核心的一站式综合物流服务，以及化工品交易服务。
603716,塞力医疗,,,21.86,49.36,-11.43,38.12,4.28,124.21,-20.53,-23.59,-42.43,2004-02-23,2016-10-31,上交所,批发业,国证Ａ指,集约化销售业务、单纯销售以及自主体外诊断产品的研发、生产和销售。
603717,天域生物,,,6.69,19.41,-3.46,11.17,3.75,-1.76,-16.83,-18.08,-903.73,2000-06-21,2017-03-27,上交所,畜牧业,国证Ａ指,园林生态工程业务、生态环境治理及田园综合体业务、生猪养殖业务、农产品以及经济作物的产销业务。
603718,海利生物,,,3.87,25.12,11.3,7.86,1.66,-43.85,14.72,14.74,93.07,1981-07-18,2015-05-15,上交所,医药制造业,"国证2000,国证Ａ指",人用体外诊断试剂的研究、开发、生产以及动物生物制品、口腔组织修复与再生材料的研发、生产和销售。
603719,良品铺子,,,10.15,40.7,-3.78,14.89,2.04,-17.69,-27.57,-27.57,-27.57,2010-08-04,2020-02-24,上交所,零售业,国证Ａ指,公司主要从事休闲食品的研发、采购、销售和运营业务。
603721,*ST天择,,,21.79,28.33,2.82,22.88,5.69,-3.16,106.86,106.86,106.86,2007-04-13,2017-08-11,上交所,广播、电视、电影和录音制作业,,电视、互联网和移动互联网等视频内容的制作、发行和营销；电视剧播映权运营。
603722,阿科力,,,38.05,36.41,-2.43,57.38,3.89,6.17,-127.08,-189.21,-170.12,1999-07-08,2017-10-25,上交所,化学原料和化学制品制造业,国证Ａ指,聚醚胺、光学级聚合物材料用树脂、特种环氧树脂等各类化工新材料产品的研发与生产。
603725,天安新材,,,9.67,27.72,4.7,12.22,3.42,40.12,25.46,26.42,38.05,2000-05-15,2017-09-06,上交所,非金属矿物制品业,国证Ａ指,高分子复合饰面材料研发、设计、生产及销售
603726,朗迪集团,,,23.25,42.94,8.0,29.0,3.07,57.09,24.34,24.34,24.34,1998-03-09,2016-04-21,上交所,橡胶和塑料制品业,国证Ａ指,空调风叶、风机（包括机壳、风叶和出风口）的研发和生产。
603727,博迈科,,,18.05,50.85,-0.2,21.79,1.62,38.38,-562.52,82.75,-21.58,1996-06-04,2016-11-22,上交所,开采专业及辅助性活动,国证Ａ指,海洋油气开发、矿业开采、天然气液化等行业的专用模块集成设计与建造业务。
603728,鸣志电器,,,57.48,240.77,1.85,88.0,8.12,-13.45,299.19,309.05,362.33,1998-07-07,2017-05-09,上交所,电气机械和器材制造业,"国证Ａ指,巨潮小盘,上证380,中证500",控制电机及其驱动系统、LED智能照明控制与驱动产品、设备状态管理产品和系统、电源电控产品的研发、制造与销售；继电器代理贸易。
603729,龙韵股份,,,16.75,15.44,-8.27,23.76,5.34,10.42,-26.01,185.24,-17.8,2003-06-10,2015-03-24,上交所,商务服务业,国证Ａ指,电视广告媒介代理和广告全案服务。
603730,岱美股份,,,10.06,216.15,8.58,11.69,4.74,77.21,34.65,26.95,36.45,2001-02-20,2017-07-28,上交所,汽车制造业,"国证2000,国证Ａ指,上证380",汽车零部件的研发、生产和销售。
603733,仙鹤股份,,,22.6,159.95,3.81,26.95,1.93,5.31,16.58,15.93,15.42,2001-12-19,2018-04-20,上交所,造纸和纸制品业,"ESG 300,国证Ａ指,巨潮小盘,上证380",特种纸、浆的研发、生产和销售，以及造纸相关原辅材料的生产、销售和技术研发
603737,三棵树,,,43.66,322.13,5.77,58.37,10.74,26.03,41.49,41.57,75.49,2003-07-17,2016-06-03,上交所,化学原料和化学制品制造业,"国证Ａ指,巨潮小盘,上证380,中证500",建筑涂料（墙面涂料）、木器涂料以及胶粘剂的研发、生产和销售。
603738,泰晶科技,,,37.0,142.78,2.44,37.55,8.05,159.27,273.39,273.39,273.39,2005-11-04,2016-09-28,上交所,计算机、通信和其他电子设备制造业,"国证2000,国证Ａ指",晶体生产自动化设备、零部件、电子元件、组件及汽车零部件研发、生产、销售。（上述涉及许可经营项目，应取得相关部门许可后方可经营）
603739,蔚蓝生物,,,14.8,37.45,3.75,18.41,2.11,14.55,44.81,59.79,45.46,2005-02-23,2019-01-16,上交所,食品制造业,国证Ａ指,酶制剂、微生态制剂和动物保健品的研发、生产和销售
603755,日辰股份,,,28.08,27.69,6.71,40.92,3.55,5.2,32.88,32.88,32.88,2001-03-23,2019-08-28,上交所,食品制造业,国证Ａ指,酱汁类调味料、粉体类调味料、食品添加剂的研发、生产和销售。
603757,大元泵业,,,52.58,98.09,6.67,62.48,4.65,161.33,67.78,67.78,67.78,1998-01-07,2017-07-11,上交所,通用设备制造业,"国证2000,国证Ａ指,责任指数",各类泵的研发、生产和销售。
603758,秦安股份,,,12.55,55.07,3.63,19.81,2.12,12.66,39.32,36.86,58.73,1995-09-05,2017-05-17,上交所,汽车制造业,"国证2000,国证Ａ指",汽车发动机核心零部件-气缸体、气缸盖、曲轴等产品的研发、生产与销售。
603759,海天股份,,,9.42,43.5,3.25,16.47,1.53,16.44,16.46,14.27,31.39,2008-03-07,2021-03-26,上交所,水的生产和供应业,国证Ａ指,供排水、垃圾发电业务，光伏银浆行业。
603766,隆鑫通用,,,15.95,327.54,9.41,16.78,3.39,29.89,20.32,19.88,17.37,2007-06-08,2012-08-10,上交所,铁路、船舶、航空航天和其他运输设备制造业,"国证Ａ指,巨潮小盘,中证500",发动机、摩托车、发电机组、四轮低速电动车、汽车零部件等业务
603767,中马传动,,,18.58,57.34,-0.36,40.62,4.21,24.61,-988.11,-988.11,-988.11,2005-12-15,2017-06-13,上交所,汽车制造业,"国证2000,国证Ａ指",汽车变速器及车辆齿轮的研发、生产和销售。
603768,常青股份,,,10.91,25.96,-1.13,14.13,1.1,-6.21,-36.83,38.09,-28.61,2004-03-18,2017-03-24,上交所,汽车制造业,国证Ａ指,汽车冲压及焊接零部件的开发、生产与销售。
603773,沃格光电,,,60.5,135.92,-3.7,66.0,12.87,174.5,-73.33,-85.84,-66.52,2009-12-14,2018-04-17,上交所,计算机、通信和其他电子设备制造业,国证Ａ指,FPD光电玻璃精加工业务以及玻璃制品业务
603776,永安行,,,20.56,57.72,-2.48,24.3,1.62,24.98,-53.56,-84.51,-62.39,2010-08-24,2017-08-17,上交所,软件和信息技术服务业,国证Ａ指,基于物联网和大数据分析技术的公共自行车系统的研发、销售、建设、运营。
603777,来伊份,,,15.32,51.23,-4.88,17.7,3.23,10.22,-32.43,-68.07,-30.66,2002-07-02,2016-10-12,上交所,零售业,国证Ａ指,休闲食品的连锁经营。
603778,国晟科技,,,26.54,170.61,-5.69,34.27,23.88,815.17,-168.12,-166.0,-86.98,2002-11-05,2015-12-31,上交所,电气机械和器材制造业,国证Ａ指,园林工程施工、园林景观设计、苗木种植和园林绿化养护。
603779,威龙股份,,,6.17,20.49,-0.53,8.15,3.75,-12.99,-365.56,199.67,-133.06,2007-12-17,2016-05-16,上交所,酒、饮料和精制茶制造业,国证Ａ指,酿酒葡萄种植、葡萄酒生产及销售。
603786,科博达,,,53.81,217.32,9.12,109.23,3.77,-6.92,27.66,26.2,35.93,2003-09-12,2019-10-15,上交所,汽车制造业,"国证Ａ指,巨潮小盘,上证380,责任指数,中证500",汽车电子相关产品的研发、生产和销售。
603787,新日股份,,,12.05,27.73,1.49,17.11,1.74,20.74,47.48,108.23,17.97,2007-07-16,2017-04-27,上交所,铁路、船舶、航空航天和其他运输设备制造业,国证Ａ指,电动自行车研发、生产与销售。
603788,宁波高发,,,18.5,41.27,7.95,18.79,1.94,29.37,19.09,19.09,19.09,1999-01-20,2015-01-20,上交所,汽车制造业,国证Ａ指,汽车操纵控制系统研发、生产和销售。
603789,*ST星农,,,5.48,14.25,-13.89,6.67,9.8,-8.97,-9.0,-8.32,-16.62,2004-02-25,2015-04-27,上交所,专用设备制造业,,农作物全程机械化产品的研发、生产与销售
603790,雅运股份,,,23.28,44.55,3.17,26.8,3.53,39.99,77.74,78.24,50.98,1999-08-11,2018-09-12,上交所,化学原料和化学制品制造业,国证Ａ指,中高端染料和纺织助剂的研发、生产、销售及相关染整应用技术服务。
603797,联泰环保,,,4.67,26.93,1.34,5.25,0.83,20.02,21.26,15.0,17.76,2006-04-14,2017-04-13,上交所,生态保护和环境治理业,国证Ａ指,城镇污水处理设施的投资、建设和运营管理。
603798,康普顿,,,17.78,45.6,4.29,18.66,3.67,101.36,105.57,89.34,24.54,2003-12-19,2016-04-06,上交所,石油、煤炭及其他燃料加工业,国证Ａ指,车用润滑油、工业润滑油、汽车化学品及汽车养护品的研发、生产与销售。
603799,华友钴业,,,62.22,1174.47,5.12,82.17,2.34,87.99,16.04,19.31,11.81,2002-05-22,2015-01-29,上交所,有色金属冶炼和压延加工业,"ESG 300,国证Ａ指,沪深300,巨潮中盘,上证180,中证A100,中证新兴",新能源锂电材料的制造、钴新材料产品的深加工及钴、铜有色金属采、选、冶
